"","IsolateID","X","percent","reads","taxon_id","taxon_name","realm","kingdom","phylum","class","RelativeAbundance","relab_pct","Fungal_Order","Fungal_Family","Fungal_species","Fungal_Genus","Fungal_class"
"12","K02",299,0.810811,3,455364,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0545454545454545,5.45454545454545,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"13","K02",42,0.540541,2,46242,"Viruses","Varidnaviria","Helvetiavirae","Dividoviricota","Naldaviricetes",0.1,10,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"14","K02",364,0.27027,1,129727,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.125,12.5,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"15","K02",389,0.27027,1,11807,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.0666666666666667,6.66666666666667,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"16","K02",415,0.540541,2,2696340,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0571428571428571,5.71428571428571,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"17","K02",630,0.540541,2,257816,"Viruses","unidentified","unidentified","unidentified","unidentified",0.0555555555555556,5.55555555555556,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"18","K02",168,0.27027,1,2126985,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.037037037037037,3.7037037037037,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"19","K02",304,0.27027,1,2079134,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0714285714285714,7.14285714285714,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"20","K02",7,0.27027,1,2584487,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.1,10,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"21","K02",66,0.27027,1,10492,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.25,25,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"22","K02",23,0.27027,1,2060617,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0277777777777778,2.77777777777778,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"23","K02",467,0.27027,1,2107708,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.0625,6.25,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"24","K02",170,0.27027,1,3060017,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0192307692307692,1.92307692307692,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"25","K02",438,0.27027,1,1542477,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.1,10,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"26","K02",601,0.27027,1,2732523,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0769230769230769,7.69230769230769,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"27","K02",302,0.27027,1,181083,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.142857142857143,14.2857142857143,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"28","K02",466,0.540541,2,2060084,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.0625,6.25,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"29","K02",303,0.27027,1,251749,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0294117647058824,2.94117647058824,"Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis ellipsospora","Neopestalotiopsis","Sordariomycetes"
"30","K10",98,0.015793,1,693272,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.25,25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"31","K10",446,0.015793,1,2107708,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.0625,6.25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"32","K10",339,0.015793,1,129727,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.125,12.5,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"33","K10",231,0.015793,1,37665,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0909090909090909,9.09090909090909,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"34","K10",87,0.031586,2,2696340,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0571428571428571,5.71428571428571,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"35","K10",580,0.047378,3,3060017,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0576923076923077,5.76923076923077,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"36","K10",379,0.015793,1,11807,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.0666666666666667,6.66666666666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"37","K10",581,0.031586,2,46242,"Viruses","Varidnaviria","Helvetiavirae","Dividoviricota","Naldaviricetes",0.1,10,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"38","K10",338,0.015793,1,109981,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.0416666666666667,4.16666666666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"39","K10",584,0.031586,2,2060084,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","Unidentified",0.0625,6.25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"40","K10",585,0.031586,2,2060617,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0555555555555556,5.55555555555556,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"41","K10",606,0.015793,1,10442,"Viruses","unidentified","unidentified","unidentified","unidentified",0.142857142857143,14.2857142857143,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"42","K10",583,0.031586,2,2024608,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0689655172413793,6.89655172413793,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"43","K10",588,0.031586,2,2126985,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0740740740740741,7.40740740740741,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"44","K10",428,0.015793,1,384848,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"45","K10",582,0.031586,2,455364,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0363636363636364,3.63636363636364,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"46","K10",480,0.015793,1,459770,"Viruses","unclassified dsRNA viruses","unclassified dsRNA viruses","unclassified dsRNA viruses","unclassified dsRNA viruses",0.0555555555555556,5.55555555555556,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"47","K10",229,0.063171,4,2023057,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0506329113924051,5.06329113924051,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"48","K10",230,0.015793,1,10506,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.111111111111111,11.1111111111111,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"49","K10",594,0.015793,1,2732523,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0769230769230769,7.69230769230769,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"50","K10",97,0.078964,5,212035,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0793650793650794,7.93650793650794,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"51","K10",233,0.015793,1,381899,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.333333333333333,33.3333333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"52","K10",234,0.015793,1,880159,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.5,50,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"53","K10",558,0.015793,1,2603260,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.125,12.5,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"54","K10",232,0.015793,1,251749,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0294117647058824,2.94117647058824,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"55","K10",587,0.031586,2,2094720,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0298507462686567,2.98507462686567,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"56","K10",399,0.015793,1,1474867,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0666666666666667,6.66666666666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"57","K10",521,0.015793,1,2733104,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0833333333333333,8.33333333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"58","K10",586,0.031586,2,2079134,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.142857142857143,14.2857142857143,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"59","K10",336,0.047378,3,257816,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.0833333333333333,8.33333333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis biciliata","Pestalotiopsis","Sordariomycetes"
"60","K18",16,0.310078,2,2060617,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0555555555555556,5.55555555555556,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"61","K18",121,0.155039,1,693272,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.25,25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"62","K18",255,0.155039,1,10506,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.111111111111111,11.1111111111111,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"63","K18",257,0.155039,1,2079134,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0714285714285714,7.14285714285714,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"64","K18",118,0.465116,3,2024608,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.103448275862069,10.3448275862069,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"65","K18",616,0.155039,1,2732007,"Viruses","unidentified","unidentified","unidentified","unidentified",0.25,25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"66","K18",122,0.155039,1,2126985,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.037037037037037,3.7037037037037,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"67","K18",47,0.155039,1,995049,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.333333333333333,33.3333333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"68","K18",213,0.155039,1,10294,"Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes",0.5,50,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"69","K18",61,0.155039,1,1898060,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.2,20,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"70","K18",524,0.155039,1,2733104,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0833333333333333,8.33333333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"71","K18",254,0.310078,2,455364,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0363636363636364,3.63636363636364,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"72","K18",119,0.310078,2,2094720,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0298507462686567,2.98507462686567,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"73","K18",346,0.310078,2,109981,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.0833333333333333,8.33333333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"74","K18",117,0.775194,5,212035,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0793650793650794,7.93650793650794,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"75","K18",256,0.155039,1,37665,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0909090909090909,9.09090909090909,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"76","K18",3,0.155039,1,2584487,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.1,10,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"77","K18",402,0.155039,1,1474867,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0666666666666667,6.66666666666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"78","K18",454,0.155039,1,2107708,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.0625,6.25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"79","K18",615,0.155039,1,257816,"Viruses","unidentified","unidentified","unidentified","unidentified",0.0277777777777778,2.77777777777778,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"80","K18",347,0.155039,1,129727,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.125,12.5,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"81","K18",253,0.930233,6,2023057,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0759493670886076,7.59493670886076,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"82","K18",225,0.310078,2,2696340,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0571428571428571,5.71428571428571,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"83","K18",453,0.155039,1,2060084,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.03125,3.125,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"84","K18",483,0.155039,1,459770,"Viruses","unclassified dsRNA viruses","unclassified dsRNA viruses","unclassified dsRNA viruses","unclassified dsRNA viruses",0.0555555555555556,5.55555555555556,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"85","K18",120,0.310078,2,3060017,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0384615384615385,3.84615384615385,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"86","K18",614,0.155039,1,10442,"Viruses","unidentified","unidentified","unidentified","unidentified",0.142857142857143,14.2857142857143,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"87","K18",382,0.155039,1,11807,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.0666666666666667,6.66666666666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"88","K18",36,0.310078,2,46242,"Viruses","Varidnaviria","Helvetiavirae","Dividoviricota","Naldaviricetes",0.1,10,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"89","K18",560,0.155039,1,2603260,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.125,12.5,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis chamaeropis","Pestalotiopsis","Sordariomycetes"
"90","K21",276,0.051653,1,251749,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0294117647058824,2.94117647058824,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"91","K21",31,0.051653,1,458639,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"92","K21",555,0.051653,1,2024264,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"93","K21",59,0.051653,1,2772078,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"94","K21",570,0.103306,2,1610833,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"95","K21",433,0.051653,1,1340810,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"96","K21",528,0.051653,1,2733104,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0833333333333333,8.33333333333333,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"97","K21",32,0.051653,1,225726,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"98","K21",621,0.103306,2,257816,"Viruses","unidentified","unidentified","unidentified","unidentified",0.0555555555555556,5.55555555555556,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"99","K21",275,0.103306,2,1917232,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.333333333333333,33.3333333333333,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"100","K21",62,0.051653,1,10492,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.25,25,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"101","K21",54,0.154959,3,2070190,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"102","K21",623,0.051653,1,2080449,"Viruses","unidentified","unidentified","unidentified","unidentified",0.166666666666667,16.6666666666667,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"103","K21",57,0.051653,1,1776293,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
